Title,Description,URL,Annotation
Close fight in the trenches: A look at the ground game in the presidential race,A narrow edge in voter contact by Kamala Harris’ campaign at the national level fades to parity in the battleground states.,https://abcnews.go.com/Politics/close-fight-trenches-ground-game-presidential-race/story?id=114780589,Election updates
"2024 election updates: Harris, Trump in virtual dead heat in battleground states",Most polls show Vice President Kamala Harris and former President Donald Trump neck-and-neck in key states with just about two weeks to go.,https://abcnews.go.com/Politics/live-updates/2024election-updates-harris-trump-locked-virtual-dead-heat/?id=114983801,Election updates
Donald Trump wins 2nd term in historic return to White House,"ABC News is projecting former President Donald Trump will win the presidential race, staging a historic comeback to defeat Vice President Kamala Harris.",https://abcnews.go.com/Politics/donald-trump-wins-2nd-term-historic-return-white/story?id=115358710,Election updates
538's final forecasts for the 2024 election,"538's final forecasts for the 2024 election for president between Donald Trump and Kamala Harris, plus the Senate and House.",https://abcnews.go.com/538/538s-final-forecasts-2024-election/story?id=115511051,Election updates
"Abortion ballot initiatives could have helped Harris win, instead Trump overperformed","Despite Kamala Harris' loss, pro-abortion rights activists are celebrating the results of the 2024 election, arguing that abortion rights won.",https://abcnews.go.com/US/abortion-ballot-initiatives-helped-harris-win-trump-overperformed/story?id=115655471,Election updates
The 2024 presidential election will be historic no matter who wins,Kamala Harris would be the first woman to serve as commander in chief while Trump would be the second president in history to win a non-consecutive term.,https://abcnews.go.com/Politics/2024-presidential-election-historic-matter-wins/story?id=115359466,Election updates
Election Day 2024: Live results and analysis,"Follow 538 and ABC News for live updates on the presidential election between Kamala Harris and Donald Trump, and key races for U.S. Senate, House, governor and more.",https://abcnews.go.com/538/live-updates/election-results-2024/?id=115468646,Election updates
WATCH: How Harris or Trump could win 270 electoral votes,ABC News’ political director and Washington bureau chief Rick Klein breaks down the latest polling data and how former President Donald Trump or Vice President Kamala Harris could win the election.,https://abcnews.go.com/GMA/News/video/harris-trump-win-270-electoral-votes-115385689,Election updates
WATCH: How Harris or Trump could win election,ABC News Political Director and Washington Bureau Chief Rick Klein breaks down the latest polling in the tight race between Vice President Kamala Harris and former President Donald Trump.,https://abcnews.go.com/GMA/News/video/harris-trump-win-election-115510288,Election updates
Binance CEO calls Trump's election victory a 'big win for crypto' as bitcoin hits a new high,"The price of bitcoin has risen over $80,000 for the first time following the president-elect's win over Kamala Harris last week.",https://markets.businessinsider.com/news/currencies/donald-trump-victory-big-win-for-crypto-bitcoin-ceo-2024-11,Election updates
"These 7 experts explain why Trump won, Harris lost — and what the election result means","Commentators credited Donald Trump's victory to factors including voter backlash against elites, Kamala Harris' shortcomings, and strong messaging.",https://www.businessinsider.com/donald-trump-election-win-analysis-harris-immigration-abortion-economy-musk-2024-11,Election updates
"Trump wins Pennsylvania, the most important swing state in the 2024 election",Pennsylvania and its 19 electoral votes were widely considered to be the most likely tipping point in the race between Kamala Harris and Donald Trump.,https://www.businessinsider.com/pennsylvania-election-results-trump-harris-blue-wall-2024-11,Election updates
The fight for white women voters and Hezbollah strikes Israeli base: Morning Rundown,Kamala Harris and Donald Trump are in a closely divided campaign for white women.,https://www.nbcnews.com/news/trump-harris-voters-caleb-williams-no-1-pick-morning-rundown-rcna175234,Election updates
Kamala Harris' fundamentals are strong,"Kamala Harris can win the 2024 presidential election against Donald Trump if her advantages in fundraising, GOTV, and with swing voters hold until the election.",https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-election-predictions-polls-rcna177607,Election updates
What we've learned from the consistent poll numbers shaping the 2024 election,The polls can't tell us who will win. But they do tell some clear stories about the forces shaping the election and propelling Donald Trump and Kamala Harris.,https://www.nbcnews.com/politics/2024-election/polls-election-race-trump-harris-2024-president-rcna175524,Election updates
Breaking down the the yawning gender gap dividing Gen Z: From the Politics Desk,"The gender gap defining the presidential race between Kamala Harris and Donald Trump extends to Gen Z voters, a new poll shows.",https://www.nbcnews.com/politics/breaking-down-gender-gap-gen-z-politics-desk-rcna177155,Election updates
Read Kamala Harris' full concession address,Read the full transcript of Kamala Harris' concession speech to Donald Trump delivered at Howard University,https://www.msnbc.com/top-stories/latest/harris-full-concession-speech-howard-university-trump-rcna179039,Election updates
"LGBT voters, a larger share of the electorate than ever, shift away from Trump","Former President Donald Trump defeated Vice President Kamala Harris to become the next U.S. president, NBC News projected, but he didn’t do so with the help of LGBT voters.",https://www.nbcnews.com/nbc-out/out-politics-and-policy/lgbt-voters-away-from-trump-2024-election-record-change-rcna178939,Election updates
"Possible paths to victory for Donald Trump, Kamala Harris",Elections and surveys director Anthony Salvanto has a look at the latest CBS News polling just one day before Election Day with insight on how Donald Trump or Kamala Harris could win the White House.,https://www.cbsnews.com/video/possible-paths-to-victory-for-trump-harris/,Election updates
Harris maintains strong lead among Black swing-state voters in a new poll,"Kamala Harris still has a wide lead over Donald Trump among Black voters in battleground states, according to a new poll, which shows a key slice of undecided Black voters still poised to make a decision about the presidential election.",https://www.nbcnews.com/politics/2024-election/harris-maintains-strong-lead-black-swing-state-voters-new-poll-rcna175420,Election updates
Record voter gains among Latinos for Trump mainly boiled down to their top issue — the economy,"Vice President Kamala Harris won a slim majority of votes cast by Latinos, but Trump reached, and possibly bested a historic high set by former President George W. Bush.",https://www.nbcnews.com/news/latino/trump-economy-latino-vote-2024-election-rcna178951,Election updates
Biden urges Americans to 'accept the choice the country made' in electing Trump,"WASHINGTON — President Joe Biden, addressing the nation after Donald Trump’s decisive victory over Vice President Kamala Harris, urged Americans on Thursday to “accept the choice the country made” while encouraging his supporters to “get back up.”",https://www.nbcnews.com/politics/2024-election/biden-urges-americans-accept-choice-country-made-white-house-address-t-rcna179126,Election updates
Kamala Harris just did what Donald Trump never could,The vice president revived the 220-year-old tradition of peaceful transfer of power that Donald Trump broke in 2020.,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-concession-speech-peaceful-transfer-power-rcna179027,Election updates
The harsh truth for Democrats after Trump’s victory,"2024 election results: Trump wins, defeating Kamala Harris and demonstrating a widespread discontent with the progressive left.",https://www.msnbc.com/opinion/msnbc-opinion/trump-wins-election-results-2024-progressive-democrats-rcna178206,Election updates
Benjamin Netanyahu won the U.S. presidential election,There is an assumption that Donald Trump will be more patient with Benjamin Netanyahu than Kamala Harris would have been.,https://www.msnbc.com/opinion/msnbc-opinion/netanyahu-trump-election-win-israel-gaza-rcna178956,Election updates
At stake on Election Day: The reality of the presidency,CBS News' John Dickerson on the knowns and unknowns that either Kamala Harris or Donald Trump will face in leading our country into an uncertain future.,https://www.cbsnews.com/news/john-dickerson-on-presidential-elections-and-what-is-at-stake/,Election updates
Revisit the 2020 election results map ahead of the 2024 vote,"Donald Trump is hoping to win back states that he captured in 2016, while Kamala Harris is hoping to hold the states President Biden won in 2020.",https://www.cbsnews.com/news/revisit-2020-election-results-maps/,Election updates
Nevada live election results for the 2024 presidential race,"Nevada is a key battleground state in the 2024 presidential election between Donald Trump and Kamala Harris, with 6 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/nevada-election-results-2024/,Election updates
Arizona live election results for the 2024 presidential race,"Arizona is a key battleground state in the 2024 presidential election between Kamala Harris and Donald Trump, with 11 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/arizona-election-results-2024/,Election updates
All the battleground states to watch during the 2024 election,"Seven battleground states, which which could swing to either the Democrats or Republicans, hold the keys to the 2024 election between Donald Trump and Kamala Harris.",https://www.cbsnews.com/news/battleground-states-2024-election/,Election updates
"Live updates as Trump, Harris blitz battleground states on final day of campaign",The presidential race between Vice President Kamala Harris and former President Donald Trump is down to its final hours before Election Day 2024.,https://www.cbsnews.com/live-updates/election-2024-campaign-final-day/,Election updates
"Biden, Trump to meet in Oval Office on Wednesday",President-elect Donald Trump will meet with President Joe Biden on Wednesday after Trump defeated Kamala Harris in the race for U.S. president.,https://www.cbsnews.com/news/biden-trump-meet-oval-office/,Election updates
How Black voter turnout could impact the 2024 presidential race,Both Vice President Kamala Harris and former President Donald Trump have been vying to gain Black voters' support as Election Day 2024 unfolds.,https://www.cbsnews.com/news/black-voter-turnout-2024-presidential-race-trump-harris/,Election updates
Wisconsin live election results for the 2024 presidential race,"Wisconsin is a key battleground state in the 2024 presidential election between Kamala Harris and Donald Trump, with 10 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/wisconsin-election-results-2024/,Election updates
Michigan live election results for the 2024 presidential race,"Michigan is a key battleground state in the 2024 presidential election between Kamala Harris and Donald Trump, with 15 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/michigan-election-results-2024/,Election updates
What this MAGA pundit's 'middle finger' rallying cry suggests about some Trump voters,It’s hard to know what feels worse: Trump’s shocking 2016 win over Hillary Clinton or his win over Kamala Harris on Election Day.,https://www.msnbc.com/opinion/msnbc-opinion/men-donald-trump-chaos-voters-election-results-rcna179412,Election updates
AOC asked voters who ticked the box for her and Trump why they did it. The responses were revelatory.,Alexandria Ocasio-Cortez performed better than Kamala Harris in districts where voters appeared to approach the ballot with an a la carte sensibility.,https://www.msnbc.com/opinion/msnbc-opinion/aoc-trump-democrats-listen-voters-rcna179762,Election updates
Ask Jordan: How could the election affect Trump's criminal cases?,"Donald Trump's federal criminal cases will likely go away if he's elected president, but if Kamala Harris wins, there are a number of possibilities.",https://www.msnbc.com/deadline-white-house/deadline-legal-blog/trump-criminal-cases-election-ask-jordan-rcna177256,Election updates
Donald Trump should not be this close to the presidency again,"As people vote for president on Election Day 2024, Donald Trump could win against Kamala Harris. despite his many indictments, conviction, and campaign mistakes",https://www.msnbc.com/opinion/msnbc-opinion/trump-campaign-win-election-day-polls-rcna177625,Election updates
Trump is returning to the White House. These are some of the things we can expect.,"Latest 2024 election results: Donald Trump has defeated Kamala Harris to win a second presidential term, NBC News projects. Now what? We already know.",https://www.msnbc.com/opinion/msnbc-opinion/donald-trump-wins-kamala-harris-loses-fight-continues-rcna178544,Election updates
Trump has been re-elected. But now we know exactly who he is.,"Donald Trump has won, defeating Kamala Harris. Now, millions of worried Americans have one question on their minds: What comes next?",https://www.msnbc.com/opinion/msnbc-opinion/trump-wins-presidential-election-what-now-rcna178482,Election updates
A few things I wish I had seen coming,"Donald Trump's election day result wasn't what Kamala Harris hoped for. As Democrats untangle where it went wrong, don't ignore the voters who didn't show up.",https://www.msnbc.com/inside-with-jen-psaki/trump-defeated-harris-what-happens-now-rcna179411,Election updates
The stunning inequality that keeps Trump’s campaign competitive,It's unlikely that either Donald Trump or Kamala Harris will be routed Tuesday. The Electoral College and billionaire support has particularly helped Trump.,https://www.msnbc.com/opinion/msnbc-opinion/2024-election-polls-trump-harris-close-rcna178483,Election updates
'Dead heat': Trump pulls even with Harris in NBC News poll,"Donald Trump and Kamala Harris are deadlocked in the latest national NBC News poll, with Trump bolstered by Republicans coming back home to support him after last month’s rough debate and a subsequent polling deficit, as well as by a favorable voter assessmen…",https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,Election updates
South Asian Americans disappointed after ramping up for Harris win — but are also proud of her,"After feeling like they were on the precipice of history, many South Asian Americans say they’re heartbroken following Vice President Kamala Harris’ loss in the 2024 presidential race, but are looking back on her ascent in politics with pride for their commun…",https://www.nbcnews.com/news/asian-america/south-asian-americans-feel-both-grief-pride-ramping-harris-win-rcna179008,Election updates
What to watch for on Election Day as Harris and Trump face off,The race between Donald Trump and Kamala Harris could hinge on a coin flip. Control of Congress is also up for grabs.,https://www.businessinsider.com/what-to-watch-for-election-day-harris-trump-congress-2024-11,Election updates
"Harris leading among older voters in Michigan and Wisconsin, exit polls show","Vice President Kamala Harris is leading former President Donald Trump among older voters in Michigan and Wisconsin, exit polls show. CBS News chief political analyst John Dickerson digs through the data.",https://www.cbsnews.com/video/harris-leading-among-older-voters-michigan-wisconsin-exit-polls/,Election updates
Eye Opener: Vice President Harris concedes presidential race,"Vice President Kamala Harris conceded the presidential race to Donald Trump on Wednesday. Meanwhile, raging wildfires force thousands from their homes near Los Angeles as a brutal fire season continues. All that and all that matters in today's Eye Opener.",https://www.cbsnews.com/video/eye-opener-vice-president-harris-concedes-presidential-race/,Election updates
How Donald Trump and Kamala Harris could reach 270 electoral votes,A candidate needs 270 electoral votes to become the next president. Ed O'Keefe looks at the scenarios that offer Donald Trump and Kamala Harris their best paths to victory as Election Day unfolds.,https://www.cbsnews.com/video/how-donald-trump-and-kamala-harris-could-reach-270-electoral-votes/,Election updates
Early analysis of why voters picked Trump over Harris,Donald Trump's projection to become the 47th president comes after a campaign that saw Kamala Harris portray Trump as a threat to democracy. CBS News' John Dickerson and Robert Costa have more on why voters seemingly didn't buy that argument.,https://www.cbsnews.com/video/early-analysis-of-why-voters-picked-trump-over-harris/,Election updates
"Trump will win Pennsylvania, CBS News projects",CBS News projected former President Donald Trump will win the battleground state of Pennsylvania and its 19 electoral college votes. The projected win essentially closes the path to victory for Vice President Kamala Harris.,https://www.cbsnews.com/video/trump-win-pennsylvania-cbs-news-projects/,Election updates
"Harris calls Trump to congratulate him on 2024 election win, aide says","Vice President Kamala Harris has called Former President Donald Trump to congratulate him on winning the 2024 presidential election, a senior Harris aide tells CBS News. CBS News campaign reporter Nidia Cavazos has more.",https://www.cbsnews.com/video/harris-calls-trump-to-congratulate-him-on-2024-election-win/,Election updates
What exit polls show about the gender gap in the 2024 presidential race,CBS News senior White House and political correspondent Ed O'Keefe explains how the gender gap played a role in the 2024 presidential race between Vice President Kamala Harris and former President Donald Trump.,https://www.cbsnews.com/video/what-exit-polls-show-about-the-gender-gap-in-the-2024-presidential-race/,Election updates
How Trump performed among Georgia's Black voters,"Minority voters in Georgia, a key battleground state, helped former President Donald Trump beat Vice President Kamala Harris in the 2024 race. CBS News' Nikole Killion reports from Atlanta.",https://www.cbsnews.com/video/how-trump-performed-among-georgias-black-voters/,Election updates
CBS News projects Harris wins New Mexico as final polls close in U.S.,"Vice President Kamala Harris will win New Mexico, CBS News projects. All polls have now closed in the U.S. Major Garrett, Anthony Salvanto, Weijia Jiang and Maurice DuBois take a look at where Pennsylvania stands.",https://www.cbsnews.com/video/harris-projected-to-win-new-mexico-as-final-polls-close/,Election updates
"Harris projected to win Oregon, Washington; Senate leaning Republican","Vice President Kamala Harris will win Oregon and Washington, CBS News projects. Control of the U.S. Senate is leaning Republican. CBS News congressional correspondent Scott MacFarlane looks at other key races that could determine which party controls Congress.",https://www.cbsnews.com/video/harris-projected-to-win-oregon-washington-senate-leaning-republican/,Election updates
"Harris wins New York, Rhode Island; Trump wins Louisiana, CBS News projects","CBS News projects that Vice President Kamala Harris will win New York and Rhode Island. Meanwhile, former President Donald Trump is projected to win Louisiana. CBS News' Major Garrett and Robert Costa also give an update on Virginia's race.",https://www.cbsnews.com/video/harris-wins-new-york-rhode-island-trump-wins-louisiana-cbs-news-projects/,Election updates
"Trump projected to win Ohio, Mississippi; Harris to win Colorado","CBS News projected former President Donald Trump would win Ohio and Mississippi, while Vice President Kamala Harris is projected to win Colorado. CBS News' Janet Shamlian and Jericka Duncan report on voter turnout and ballot counting in battleground states.",https://www.cbsnews.com/video/trump-projected-win-ohio-mississippi-harris-win-colorado/,Election updates
White House peppered with questions about Biden campaign decisions in 1st post-election briefing,White House press secretary Karine Jean-Pierre's first press briefing since Donald Trump's election win over Kamala Harris saw several questions about whether President Biden regretted ending his campaign or his original decision to run for reelection.,https://www.cbsnews.com/video/white-house-peppered-with-questions-about-biden-campaign-decisions-in-1st-post-election-briefing/,Election updates
Young voters react to Harris loss to Trump as questions about party future loom,"Democrats will have to analyze 2024 presidential race data to understand Vice President Kamala Harris' loss against former President Donald Trump. Meanwhile, young voters are reacting to the results. CBS News campaign reporter Allison Novelo has more.",https://www.cbsnews.com/video/young-voters-react-to-harris-loss-to-trump-as-questions-about-party-future-loom/,Election updates
What Trump's campaign credits its success to,President-elect Donald Trump's campaign told reporters about the strategy it says largely contributed to its success. CBS News' Jake Rosen has the details and Aaron Navarro reports on Vice President Kamala Harris' concession speech.,https://www.cbsnews.com/video/what-trumps-campaign-credits-its-success-to/,Election updates
Latest from Harris campaign on 2024 election loss to president-elect Trump,Chief White House correspondent Nancy Cordes discusses what to know about the latest from Kamala Harris' campaign after the vice president is projected to lose the presidential race to former President Donald Trump.,https://www.cbsnews.com/video/latest-from-harris-campaign-on-2024-election-loss-to-president-elect-trump/,Election updates
World awaits Harris address after Trump wins 2024 election,Vice President Kamala Harris is expected to address voters at Howard University on Wednesday after former President Donald Trump won the 2024 presidential race. CBS News' Aaron Navarro has the latest.,https://www.cbsnews.com/video/world-awaits-harris-address-after-trump-wins-2024-election/,Election updates
Breaking down Harris' concession speech,"Vice President Kamala Harris delivered her concession speech Wednesday following former President Donald Trump's projected win. CBS News chief White House correspondent Nancy Cordes reports. Then, political strategists Hyma Moore and Maura Gillespie join with…",https://www.cbsnews.com/video/breaking-down-harris-concession-speech/,Election updates
What to know about Project 2025 before Trump begins second White House term,"Questions are emerging about the proposed changes in the Project 2025 conservative agenda after former President Donald Trump beat Vice President Kamala Harris in the 2024 presidential election. Philip Bump, a national columnist for The Washington Post, has m…",https://www.cbsnews.com/video/what-to-know-about-project-2025-before-trump-begins-second-white-house-term/,Election updates
What to make of Iowa poll showing Kamala Harris with lead in the state,Some fairly shocking numbers came out over the weekend in the Des Moines Register/Mediacom Iowa poll that showed Kamala Harris leading Donald Trump in Iowa 47% to 44% among likely voters. CBS News chief Washington correspondent Major Garrett and CBS News Pitt…,https://www.cbsnews.com/video/what-to-make-of-iowa-poll-showing-kamala-harris-with-a-lead-in-the-state/,Election updates
"Trump leading Harris in Arizona, new CBS News poll finds",New CBS News polling shows former President Donald Trump with a slight edge over Vice President Kamala Harris in the battleground state of Arizona. CBS News executive director of elections and surveys Anthony Salvanto unpacks the numbers.,https://www.cbsnews.com/video/trump-leading-harris-arizona-cbs-news-poll/,Election updates
What to know about the presidential race with Election Day one week away,Republican strategist and CBS News political contributor Leslie Sanchez breaks down the presidential race between Vice President Kamala Harris and former President Donald Trump as the campaigns head into the final week before Election Day.,https://www.cbsnews.com/video/what-to-know-about-the-presidential-race-with-election-day-one-week-away/,Election updates
Harris campaign co-chair says she will not speak on election night,"Harris campaign co-chair Cedric Richmond addressed Vice President Kamala Harris' supporters, saying that they will not hear from her on election night as votes are still being counted in several states.",https://www.cbsnews.com/video/harris-campaign-co-chair-says-she-speak-election-night/,Election updates
"Battleground state of North Carolina leans Trump, CBS News rates","CBS News rates the battleground state of North Carolina as lean-Republican for former President Donald Trump. CBS News' Major Garrett reports, as Ed O'Keefe and Maurice DuBois break down Vice President Kamala Harris' possible paths to victory.",https://www.cbsnews.com/video/battleground-state-north-carolina-leans-trump-cbs-news-rates/,Election updates
"Georgia leaning Trump; Harris wins California, CBS News projects","Georgia is currently leaning toward former President Donald Trump, and Vice President Kamala Harris will win her home state of California, CBS News projects. CBS News' Major Garrett and Anthony Salvanto dig into the latest results in Georgia and Wisconsin.",https://www.cbsnews.com/video/georgia-leaning-trump-harris-wins-california-cbs-news-projects/,Election updates
"What's next for Harris, Trump after the 2024 elections","Democrats are already searching for answers after former President Donald Trump defeated Vice President Kamala Harris in the 2024 election. CBS News' Shawna Mizelle reports. Also, Olivia Rinaldi has more on the names emerging for potential Trump Cabinet membe…",https://www.cbsnews.com/video/whats-next-for-harris-trump-after-the-2024-elections/,Election updates
White House peppered with questions about Biden campaign decisions in 1st post-election briefing,White House press secretary Karine Jean-Pierre's first press briefing since Donald Trump's election win over Kamala Harris saw several questions about whether President Biden regretted ending his campaign or his original decision to run for reelection.,https://www.cbsnews.com/video/white-house-peppered-with-questions-about-biden-campaign-decisions-in-1st-post-election-briefing-1/,Election updates
How Biden reacted to Trump's win over Harris in 2024 race,President Biden addressed the nation for the first time since former President Donald Trump beat Vice President Kamala Harris in the 2024 presidential election. CBS News chief White House correspondent Nancy Cordes breaks down the remarks.,https://www.cbsnews.com/video/how-biden-reacted-to-trumps-win-over-harris-in-2024-race/,Election updates
Harris concedes 2024 election to Trump in speech to supporters | Special Report,"Vice President Kamala Harris conceded the 2024 presidential election to President-elect Donald Trump on Wednesday in a speech to her supporters at Howard University. ""CBS Evening News"" anchor and managing editor Norah O'Donnell leads a special report.",https://www.cbsnews.com/video/harris-concedes-2024-election-trump-speech/,Election updates
What fueled Trump's victory and where Harris underperformed,"President-elect Donald Trump's victory saw him win support from many different demographics, while Vice President Kamala Harris lost support among Latino voters. Major Garrett digs into the numbers.",https://www.cbsnews.com/video/what-fueled-trumps-victory-and-where-harris-underperformed/,Election updates
How the markets are reacting to Trump's 2024 election win,The markets are reacting to former President Donald Trump's presidential election win after his 2024 race against Vice President Kamala Harris. CBS News business analyst Jill Schlesinger has more.,https://www.cbsnews.com/video/how-the-markets-are-reacting-to-trumps-2024-election-win/,Election updates
Where do Democrats go after Kamala Harris' election loss to Trump,The Democratic Party is taking stock of what went wrong and how they can move forward after Kamala Harris' election loss to Donald Trump. Democratic strategist Hyma Moore joined CBS News to discuss how the party might try to regroup.,https://www.cbsnews.com/video/where-do-democrats-go-after-kamala-harris-election-loss-to-trump/,Election updates
Kamala Harris with slim lead on Trump in new CBS News poll,New CBS News polling shows a razor-thin race between Kamala Harris and Donald Trump with Harris leading by just 3 percentage points nationally and by just 1 percentage point in the battleground states. CBS News elections and surveys executive director Anthony…,https://www.cbsnews.com/video/kamala-harris-with-slim-lead-on-trump-in-new-cbs-news-poll/,Election updates
Breaking down the poll showing Kamala Harris with the lead in Iowa,"The Des Moines Register/Mediacom Iowa poll over the weekend showed Kamala Harris with a 47% to 44% lead among likely voters over Donald Trump. Amanda Rooker, chief political reporter for KCCI Des Moines, joined CBS News to discuss the numbers.",https://www.cbsnews.com/video/breaking-down-the-poll-showing-kamala-harris-with-the-lead-in-iowa/,Election updates
"Biden delivers first remarks since election, calls Kamala Harris' loss to Trump a setback","President Biden addressed the nation Thursday for the first time since Kamala Harris' loss to Donald Trump in the election, which Mr. Biden referred to as a setback. The president said he would work with the president-elect's team to ensure a peaceful transit…",https://www.cbsnews.com/video/biden-delivers-first-remarks-since-election-calls-kamala-harris-loss-to-trump-a-setback/,Election updates
Harris says she’s prepared if Trump tries to steal the 2024 election,"With Trump’s election denialism looming over the 2024 presidential race, Kamala Harris said she is prepared for her opponent to prematurely declare a victory on election night, as he did in 2020.",https://www.msnbc.com/top-stories/latest/harris-trump-election-denial-2024-presidential-race-rcna176766,Election updates
Three reasons I’m still hopeful for Harris,"The latest New York Times/Sienna poll shows a dead heat, and seven key swing states all show Kamala Harris and Donald Trump polling within the margin of error.",https://www.msnbc.com/inside-with-jen-psaki/jen-psaki-kamala-harris-trump-polls-rcna177388,Election updates
"Donald Trump wins presidential race, defeating Kamala Harris, NBC News projects","Trump defeats Harris in the 2024 presidential election, NBC News projects. The Republican has vowed a revenge-filled second term that may now come to fruition.",https://www.msnbc.com/deadline-white-house/deadline-legal-blog/donald-trump-wins-election-race-kamala-harris-defeat-rcna174830,Election updates
One sentence sums up Kamala Harris' misread of the election,Why Harris lost the election to Trump is a complicated question. Part of it is tied to her failure to outline what she would have done differently than Biden.,https://www.msnbc.com/opinion/msnbc-opinion/why-kamala-harris-lost-election-trump-inflation-economy-biden-rcna178953,Election updates
"Trump hits airwaves with Fox News, Univision town halls","The presidential candidates are attempting to reach as many voters as they can with less than three weeks until Election Day. Former President Donald Trump appeared in two televised town halls and Vice President Kamala Harris held a rally in Bucks County, Pen…",https://www.cbsnews.com/video/trump-hits-airwaves-fox-news-univision-town-halls/,Election updates
Why Harris is going to Texas in final stretch of 2024 race,"According to recent polling, Vice President Kamala Harris will likely lose Texas in the 2024 presidential election. However, Harris is still planning to spend one of her final campaign days there. Political strategists Leslie Sanchez and Chuck Rocha join with…",https://www.cbsnews.com/video/why-harris-going-to-texas-final-stretch-2024-race/,Election updates
Trump and Harris kick off campaign blitz in key battleground states,"With Election Day just three weeks away, a new CBS News poll shows Vice President Kamala Harris holding a razor-thin lead over former President Donald Trump both nationally and in key battleground states. Both candidates are campaigning in Pennsylvania, one o…",https://www.cbsnews.com/video/trump-and-harris-kick-off-campaign-blitz-in-key-battleground-states/,Election updates
Could Latino voters in Pennsylvania decide the election?,"With Election Day less than two weeks away, Pennsylvania could decide who wins the White House. But to win those key delegates, both former President Donald Trump and Vice President Kamala Harris may need support from Hispanic voters. CBS News political direc…",https://www.cbsnews.com/video/could-latino-voters-pennsylvania-decide-election/,Election updates
