kamala_articles_open_coding
Title,Description,URL,Open coding round 1,Open coding round 2,Open coding round 3
Close fight in the trenches: A look at the ground game in the presidential race,A narrow edge in voter contact by Kamala Harris’ campaign at the national level fades to parity in the battleground states.,https://abcnews.go.com/Politics/close-fight-trenches-ground-game-presidential-race/story?id=114780589,2024 election prediction - close,,
"2024 election updates: Harris, Trump in virtual dead heat in battleground states",Most polls show Vice President Kamala Harris and former President Donald Trump neck-and-neck in key states with just about two weeks to go.,https://abcnews.go.com/Politics/live-updates/2024election-updates-harris-trump-locked-virtual-dead-heat/?id=114983801,2024 election prediction - close,,
WATCH: Eminem introduces Obama at campaign rally in Detroit,Rapper Eminem took the stage in his home state of Michigan to introduce former President Barack Obama at a campaign event for Vice President Kamala Harris.,https://abcnews.go.com/Politics/video/eminem-introduces-obama-campaign-rally-detroit-115048964,Endorsement - K,,
'Blue Wall' Democratic governors boost Harris with bus tour,Democratic governors of the three “Blue Wall” states touted Kamala Harris’ ground game and predicted she will win their states but acknowledged the race is a toss-up.,https://abcnews.go.com/Politics/democratic-blue-wall-governors-make-case-harris-final/story?id=114960031,Endorsement - K,,
Vice President Harris marks 6 years since Pittsburgh synagogue shooting,"In a statement Sunday, Vice President Kamala Harris commemorated six years since the deadly shooting at Pittsburgh's Tree of Life synagogue.",https://abcnews.go.com/Politics/vice-president-harris-marks-6-years-unspeakable-pittsburgh/story?id=115194924,VP role,,
Donald Trump wins 2nd term in historic return to White House,"ABC News is projecting former President Donald Trump will win the presidential race, staging a historic comeback to defeat Vice President Kamala Harris.",https://abcnews.go.com/Politics/donald-trump-wins-2nd-term-historic-return-white/story?id=115358710,2024 election results,,
538's final forecasts for the 2024 election,"538's final forecasts for the 2024 election for president between Donald Trump and Kamala Harris, plus the Senate and House.",https://abcnews.go.com/538/538s-final-forecasts-2024-election/story?id=115511051,2024 election prediction - close,,
"Abortion ballot initiatives could have helped Harris win, instead Trump overperformed","Despite Kamala Harris' loss, pro-abortion rights activists are celebrating the results of the 2024 election, arguing that abortion rights won.",https://abcnews.go.com/US/abortion-ballot-initiatives-helped-harris-win-trump-overperformed/story?id=115655471,2024 election results,,
The 2024 presidential election will be historic no matter who wins,Kamala Harris would be the first woman to serve as commander in chief while Trump would be the second president in history to win a non-consecutive term.,https://abcnews.go.com/Politics/2024-presidential-election-historic-matter-wins/story?id=115359466,2024 election prediction - close,,
What is fascism? A look at the term being hurled at Donald Trump,"Former President Donald Trump has been hit with claims that he's a ""fascist"" from his former chief of staff,f John Kelly, and his opponent, Kamala Harris.",https://abcnews.go.com/Politics/fascism-term-hurled-donald-trump/story?id=115101505,Kamala campaign,,
Half of Americans see Donald Trump as a fascist: POLL,"Half the country sees Donald Trump as a fascist in a new ABC News/Ipsos poll, amplifying concerns recently raised by Kamala Harris and past Trump administration members.",https://abcnews.go.com/Politics/donald-trump-fascist-concerns-poll/story?id=115083795,Kamala campaign,,
Harris to deliver 'closing argument' in remarks on DC's Ellipse,"Vice President Kamala Harris is set to make her final case for her bid for the presidency on Washington, D.C.'s Ellipse on Tuesday.",https://abcnews.go.com/Politics/harris-deliver-closing-argument-remarks-dcs-ellipse/story?id=115222481,Kamala campaign,,
Walz says Harris' message 'absolutely clear' after Biden's 'garbage' remarks,"Minnesota Gov. Tim Walz told ""Good Morning America"" Wednesday that Vice President Kamala Harris will deliver what ""Americans are hungry for -- a unifying president.""",https://abcnews.go.com/US/walz-harris-message-absolutely-clear-after-bidens-garbage/story?id=115299825,Endorsement - K,,
Harris seizes on Trump's pledge to protect women 'whether they like it or not',"Vice President Kamala Harris slammed Donald Trump on Thursday, saying the former president's pledge to protect women was ""offensive to everybody.""",https://abcnews.go.com/Politics/harris-seizes-trumps-pledge-protect-women/story?id=115349240,Kamala campaign,,
Harris distances herself from Biden's 'garbage' comment,"Kamala Harris continues to distance herself from Biden's ""garbage"" comment, telling ABC News she disagrees ""with any criticism of the people based on who they vote for.""",https://abcnews.go.com/Politics/harris-distances-bidens-garbage-comment-strongly-disagree-criticizing/story?id=115313099,Kamala campaign,,
Election Day 2024: Live results and analysis,"Follow 538 and ABC News for live updates on the presidential election between Kamala Harris and Donald Trump, and key races for U.S. Senate, House, governor and more.",https://abcnews.go.com/538/live-updates/election-results-2024/?id=115468646,2024 election live updates - close,,
The view from abroad: Foreign policy in the 2024 US presidential election,The showdown between Vice President Kamala Harris and former President Donald Trump will in many ways be a choice between foreign policy continuity and change.,https://abcnews.go.com/International/view-abroad-foreign-policy-2024-us-presidential-election/story?id=115344152,Candidates' stances,,
WATCH: Trump suggests he can’t lose fair election,"Former President Donald Trump cast doubt on the election results if he loses and falsely questioned Vice President Kamala Harris' racial and ethnic identity during an interview with the ""PBD Podcast.""",https://abcnews.go.com/GMA/News/video/trump-suggests-lose-fair-election-114920561,Trump campaign,,
"WATCH: Wrong-way driver came within feet of Harris' motorcade, officials say","A suspected drunken driver going the wrong way on the interstate came within feet of Vice President Kamala Harris' motorcade after a campaign stop this week in Wisconsin, a sheriff's official said.",https://abcnews.go.com/US/video/wrong-driver-feet-harris-motorcade-officials-115090435,VP role,,
What would a Kamala Harris or Donald Trump victory mean for the stock market?,The stock market has soared during the presidential campaign. Will it continue?,https://abcnews.go.com/Business/kamala-harris-donald-trump-victory-stock-market/story?id=115018990,Candidates' stances,,
Harris steps out of friendly media confines to do interview with Fox News' Bret Baier,Kamala Harris will sit down with Fox News' Bret Baier Wednesday as she steps out of the comfort of what has so far been a relatively friendly series of interviews.,https://abcnews.go.com/Politics/harris-steps-friendly-media-confines-interview-fox-news/story?id=114818537,Kamala campaign,,
WATCH: How Harris or Trump could win 270 electoral votes,ABC News’ political director and Washington bureau chief Rick Klein breaks down the latest polling data and how former President Donald Trump or Vice President Kamala Harris could win the election.,https://abcnews.go.com/GMA/News/video/harris-trump-win-270-electoral-votes-115385689,2024 election prediction - close,,
WATCH: How Harris or Trump could win election,ABC News Political Director and Washington Bureau Chief Rick Klein breaks down the latest polling in the tight race between Vice President Kamala Harris and former President Donald Trump.,https://abcnews.go.com/GMA/News/video/harris-trump-win-election-115510288,2024 election prediction - close,,
Binance CEO calls Trump's election victory a 'big win for crypto' as bitcoin hits a new high,"The price of bitcoin has risen over $80,000 for the first time following the president-elect's win over Kamala Harris last week.",https://markets.businessinsider.com/news/currencies/donald-trump-victory-big-win-for-crypto-bitcoin-ceo-2024-11,2024 election results,,
American voters in London pitch competing visions of US,"More than 4,000 miles from home, small groups of Democratic and Republican voters in the British capital gathered within 2 miles of each other to witness what both sides have framed as one of -- if not the -- most important elections in American history.

The…",https://abcnews.go.com/International/american-voters-london-pitch-competing-visions-us/story?id=115553503,Candidates' stances,,
"These 7 experts explain why Trump won, Harris lost — and what the election result means","Commentators credited Donald Trump's victory to factors including voter backlash against elites, Kamala Harris' shortcomings, and strong messaging.",https://www.businessinsider.com/donald-trump-election-win-analysis-harris-immigration-abortion-economy-musk-2024-11,2024 election results,,
"Economic concerns are top of voters' minds, but Kamala Harris is choosing a different path for her closing argument","Kamala Harris is betting voters can hear two messages at once, but she is leaning hard into anti-Trump attacks in the final weeks before Election Day.",https://www.businessinsider.com/harris-closing-message-trump-john-kelly-fascist-2024-10,Kamala campaign,,
"Trump wins Pennsylvania, the most important swing state in the 2024 election",Pennsylvania and its 19 electoral votes were widely considered to be the most likely tipping point in the race between Kamala Harris and Donald Trump.,https://www.businessinsider.com/pennsylvania-election-results-trump-harris-blue-wall-2024-11,2024 election live updates - T,,
Beyoncé is rallying with Kamala Harris in Houston. Will it make a difference?,"Celebrity endorsements probably don't make much of a difference, experts told BI, but in a historically tight race there could be caveats.",https://www.businessinsider.com/beyonce-kamala-harris-endorsement-will-it-make-difference-2024-10,Endorsement - K,,
The fight for white women voters and Hezbollah strikes Israeli base: Morning Rundown,Kamala Harris and Donald Trump are in a closely divided campaign for white women.,https://www.nbcnews.com/news/trump-harris-voters-caleb-williams-no-1-pick-morning-rundown-rcna175234,2024 election prediction - close,,
How Trump won the biggest Muslim-majority city in America,"Kamala Harris' humiliating loss in Dearborn, Michigan can only be blamed on the Biden administration and her own campaign's failures.",https://www.msnbc.com/opinion/msnbc-opinion/trump-harris-arab-muslim-voters-dearborn-michigan-rcna179385,Kamala campaign,,
Kamala Harris' fundamentals are strong,"Kamala Harris can win the 2024 presidential election against Donald Trump if her advantages in fundraising, GOTV, and with swing voters hold until the election.",https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-election-predictions-polls-rcna177607,2024 election prediction - K,,
Full transcript: Vice President Kamala Harris interviewed by NBC News' Hallie Jackson,"Vice President Kamala Harris was interviewed Tuesday by NBC News' Hallie Jackson at the Naval Observatory in Washington, D.C.",https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,Kamala campaign,,
Kamala Harris reacts to Yahya Sinwar's killing,"Vice President Kamala Harris weighed in on news of the death of Hamas chief Yahya Sinwar, who was killed during an Israeli operation in the Gaza Strip, according to Israel's military. Harris also called for a future in Gaza without Hamas. CBS News political d…",https://www.cbsnews.com/video/kamala-harris-reacts-to-yahya-sinwar-killing/,VP role,,
"Kamala Harris addresses Biden's ""garbage"" comment","Vice President Kamala Harris spoke briefly with reporters Wednesday morning about President Biden appearing to call Trump supporters ""garbage"" when discussing a comedian's joke about Puerto Rico at Sunday's Trump rally. The White House says Mr. Biden was refe…",https://www.cbsnews.com/video/kamala-harris-addresses-bidens-garbage-comment/,VP role,,
Harris has no current plans to campaign with Biden before Election Day,"With just two weeks left in the 2024 campaign, there currently are no plans for Kamala Harris to appear on the trail with Joe Biden before Election Day.",https://www.nbcnews.com/politics/2024-election/kamala-harris-no-current-plans-campaign-biden-election-day-rcna176254,Kamala campaign,,
Who does China’s president want to win the U.S. election?,"As Donald Trump and Vice President Kamala Harris face off in the presidential election, China’s President Xi Jinping has not expressed a preference for either.",https://www.nbcnews.com/news/world/china-us-election-trump-harris-xi-jinping-rcna173770,Candidates’ stances,,
Trump accuses Britain's ruling Labour Party of election interference,Former President Donald Trump accused Keir Starmer's British Labour Party of illegally assisting Vice President Kamala Harris ahead of the election Nov. 5.,https://www.nbcnews.com/news/world/trump-accuses-uk-labour-party-starmer-election-interference-harris-rcna176734,Trump campaign,,
Trump's closing argument and McDonald's E.coli outbreak: Morning Rundown,"Kamala Harris, CNN town hall, fascist, McDonald's E. coli outbreak onions, Boeing strike, Ozempic, Grizzly 399, Gaza refugees, holiday gift ideas",https://www.nbcnews.com/news/trumps-campaign-mcdonalds-ecoli-morning-rundown-rcna176985,Trump campaign,,
Trump threatens to drown out his closing message in the final days of the election,"Kamala Harris' final events have been far more disciplined, while Donald Trump's have often been eclipsed by his off-the-cuff comments and his allies' crude remarks.",https://www.nbcnews.com/politics/2024-election/trump-threatens-drown-closing-message-final-days-election-rcna177135,Trump campaign,,
Harris will ask voters to 'turn the page' on Trump era at the site of his Jan. 6 speech,"Kamala Harris will hold a rally Tuesday near the White House — the site where Donald Trump spoke on Jan. 6, 2021.",https://www.nbcnews.com/politics/2024-election/harris-will-ask-voters-turn-page-trump-era-site-jan-6-speech-rcna177669,Kamala campaign,,
"With Obama, 'All the Smoke' and 'huddle-ups,' Harris ramps up outreach to Black men","Vice President Kamala Harris’ campaign this week is launching its clearest effort yet to target Black men, announcing a new set of policy proposals.",https://www.nbcnews.com/politics/2024-election/obama-harris-outreach-black-men-rcna175297,Kamala campaign,,
"Bill Clinton says election will come down to 'whether we can get an honest, open count'","While campaigning for Vice President Kamala Harris, Clinton said that the November election will come down to whether there's a fair and transparent vote tally.",https://www.nbcnews.com/politics/2024-election/bill-clinton-says-2024-race-will-come-whether-election-fair-rcna175412,Endorsement - K,,
Harris faces historic challenge in running as a sitting VP: From the Politics Desk,"Kamala Harris is the third presidential nominee in the last half-century to run as a sitting vice president, presenting unique challenges for her campaign.",https://www.nbcnews.com/politics/kamala-harris-historic-challenge-running-sitting-vp-politics-desk-rcna175604,Kamala campaign,,
Harvey Weinstein diagnosed with cancer and LeBron could make NBA history with son Bronny: Morning Rundown,"LeBron James, Bronny James, Los Angeles Lakers, Kamala Harris, Donald Trump, Elon Musk lottery, Harvey Weinstein, Robert Roberson testimony, The Vessel New York City, Central Park Five",https://www.nbcnews.com/news/harvey-weinstein-cancer-lebron-bronny-james-morning-rundown-rcna176531,General news,,
Battleground state election lawsuits and IRS raises income tax brackets: Morning Rundown,"Kamala Harris interview, Donald Trump, John Kelly, JD Vance, IRS income tax brackets for 2025, bird flu cases in Washington, McDonald's quarter pounder, Liam Payne, Maya Henry",https://www.nbcnews.com/news/election-lawsuits-irs-income-tax-brackets-morning-rundown-rcna176728,General news,,
"In Michigan, Democratic enthusiasm competes with disaffection","As she faces dissent from parts of the traditional Democratic base, Kamala Harris is counting on expanded support from suburban voters and former Republicans.",https://www.nbcnews.com/politics/2024-election/michigan-democratic-disaffection-kamala-harris-israel-lebanon-rcna176508,Kamala campaign,,
What we've learned from the consistent poll numbers shaping the 2024 election,The polls can't tell us who will win. But they do tell some clear stories about the forces shaping the election and propelling Donald Trump and Kamala Harris.,https://www.nbcnews.com/politics/2024-election/polls-election-race-trump-harris-2024-president-rcna175524,2024 election prediction - close,,
Howard student journalists brace for their biggest assignment: Election night with Harris,"Kamala Harris will spend election night at Howard, University her alma mater and a prominent HBCU. Staff of student media organizations are prepping for the big assignment.",https://www.nbcnews.com/news/nbcblk/howard-student-journalists-prepare-cover-election-night-harris-rcna177893,Kamala campaign,,
Harris and Trump's closing arguments and ancient Mayan city discovered: Morning Rundown,"Kamala Harris, Donald Trump, Joe Biden, floating garbage, Tony Hinchcliffe, health insurance, North Korea, Russia-Ukraine War, World Series Game 4, Teri Garr, Jeopardy",https://www.nbcnews.com/news/harris-speech-ellipse-ancient-mayan-city-morning-rundown-rcna177973,General news,,
Trump continues false claims about FEMA response in North Carolina,"Latest news and live updates on the 2024 campaign as Donald Trump heads to North Carolina and Kamala Harris visits Pennsylvania, Wisconsin and Michigan.",https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-election-live-updates-rcna176305,Trump campaign,,
Texas 'shaken baby syndrome' execution and One Direction's Liam Payne dies: Morning Rundown,"Robert Roberson, Texas execution, Liam Payne death, Argentina hotel, Russian propaganda, Kamala Harris Fox News interview, early voting data, Disney tickets",https://www.nbcnews.com/news/texas-shaken-baby-syndrome-liam-payne-dies-morning-rundown-rcna175866,General news,,
Arizona is a top presidential battleground. But the Senate and House races there are taking place in their own universe.,"PHOENIX — Mesa Mayor John Giles, a Republican who supports Kamala Harris for president, is vexed by the disconnect between Arizona’s presidential race and what’s happening down the ballot.",https://www.nbcnews.com/politics/2024-election/arizona-battleground-senate-house-races-rcna176110,Endorsement - K,,
Trump and Harris hold dueling events in Texas,The latest news and live updates on the 2024 election. Follow Donald Trump and Kamala Harris in Texas and Barack Obama and JD Vance in North Carolina.,https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-election-live-updates-rcna176309,Kamala campaign,,
Beyoncé expected to perform at Harris rally in Houston,"Pop superstar Beyoncé will appear with Vice President Kamala Harris at her event in Houston, Texas on Friday evening, according to three sources familiar with the plans.",https://www.nbcnews.com/politics/2024-election/beyonce-expected-perform-harris-rally-houston-rcna177048,Endorsement - K,,
